CYCLES;0xE1;0xE2;0xE7;0xE0;0x17;Ox12
4594878;371;9;197541;190753;5;690806 
4594911;403;10;197539;190754;5;690806 
4595264;85;10;198006;190829;8;690806 
4595305;386;26;197927;190883;5;690810 
4595096;321;22;197591;190893;4;690808 
4595093;524;26;197747;190745;9;690809 
4595053;238;19;197740;190844;5;690808 
4595409;413;38;198086;190935;5;690812 
4596268;321;37;198828;190933;6;690811 
4595338;496;53;197963;190792;8;690811 
4594961;321;26;197749;190766;7;690809 
4595424;600;28;197816;190851;7;690809 
4595331;325;40;197740;190968;5;690808 
4595740;299;20;198426;190902;9;690808 
4595237;311;4;197691;190838;7;690806 
4595180;341;20;197944;190755;6;690807 
4595046;341;9;197541;190823;4;690806 
4595213;223;9;197871;190819;14;690806 
4596325;389;52;198871;190841;17;690810 
4595508;567;25;198160;190787;7;690809 
4595093;356;48;197623;190888;6;690809 
4594835;307;39;197776;190746;4;690811 
4594986;370;66;197733;190884;3;690812 
4595435;386;35;197903;190993;4;690811 
4595052;398;24;197640;190886;3;690809 
4595216;439;22;197785;190836;7;690808 
4595652;378;53;197860;191246;5;690809 
4594672;343;30;197844;190646;6;690809 
4595245;440;10;197693;190790;8;690806 
4594914;320;10;197690;190704;5;690806 
4595614;364;16;198248;190822;15;690807 
4595342;277;12;197982;190865;10;690808 
4595705;450;36;197941;190984;8;690808 
4595661;290;39;198263;190841;6;690810 
4595227;401;29;197693;190914;5;690809 
4595121;421;31;197980;190851;6;690812 
4595193;365;44;197825;190877;9;690810 
4595410;409;35;198131;190869;9;690812 
4596996;396;48;198570;191969;7;690811 
4595006;394;27;197789;190781;6;690809 
4595428;541;48;197901;190894;8;690808 
4595148;334;23;197751;190808;6;690808 
4595912;360;17;198806;190715;4;690807 
4595128;319;8;197693;190793;4;690806 
4595200;546;9;197693;190724;7;690806 
4595279;526;8;197693;190782;7;690806 
4595097;347;30;197835;190813;5;690810 
4595479;250;21;197931;190971;7;690809 
4595373;455;24;197938;190810;8;690809 
4595454;254;25;197936;190981;6;690810 
4595113;401;67;198059;190825;5;690814 
4595587;491;30;197818;191024;5;690811 
4595233;441;33;197838;190886;7;690811 
4595216;287;34;197787;190891;4;690808 
4595473;453;25;197863;190994;7;690810 
4594796;354;47;197579;190778;8;690808 
4595821;369;31;197733;191314;6;690807 
4595336;377;5;197883;190808;10;690806 
4595586;547;21;197998;190829;23;690807 
4595307;235;9;197858;190841;15;690806 
4597080;2116;27;197748;190881;7;690808 
4596393;557;36;198934;190867;9;690810 
4595312;545;27;197892;190838;5;690809 
4595226;353;22;197762;190883;5;690810 
4596081;307;61;198930;190814;8;690811 
4595788;457;92;198040;191015;5;690814 
4595220;393;44;197740;190984;5;690811 
4595510;358;35;198074;190909;5;690809 
4595189;424;26;197768;190808;7;690808 
4595275;331;39;197871;190915;6;690809 
4594794;401;25;197833;190721;15;690810 
4596042;332;4;198780;190717;8;690806 
4594958;352;4;197539;190789;4;690806 
4595117;287;16;197811;190808;6;690807 
4596455;439;16;198875;190885;7;690807 
4595289;414;25;197895;190797;7;690808 
4595062;300;34;197745;190836;5;690809 
4596041;393;63;197844;191636;4;690809 
4596539;417;34;199137;190965;6;690813 
4595540;375;32;197822;191079;6;690810 
4596346;404;1149;197942;190850;8;690812 
4596264;1775;44;197883;190788;6;690812 
4595351;368;22;198047;190891;8;690809 
4595145;455;21;197790;190763;7;690808 
4595081;318;20;197633;190947;5;690808 
4595365;365;13;197658;190941;4;690807 
4594929;214;10;197693;190782;6;690806 
4596040;265;9;198657;190790;11;690806 
4595134;206;9;197832;190808;8;690806 
4596382;477;31;198938;190972;7;690811 
4595265;324;25;197931;190870;6;690808 
4595258;522;39;197625;190869;7;690809 
4595102;328;32;197941;190755;7;690809 
4594623;417;51;197913;190614;5;690812 
4595097;344;44;197786;190868;7;690811 
4594936;375;39;197650;190835;5;690810 
4595398;468;24;197774;190908;8;690808 
4595262;355;25;197656;190987;4;690809 
4594956;330;25;197636;190860;6;690808 
4595357;380;30;197731;191003;8;690807 
4595233;370;9;197696;190832;6;690806 
4595148;333;17;197965;190772;8;690807 
4595217;202;9;197761;190846;11;690806 
4594890;322;21;197718;190718;4;690807 
4595432;550;33;197879;190916;7;690811 
4595711;340;25;198164;190945;9;690809 
4595214;328;26;197763;190858;5;690809 
4595625;480;38;198073;190890;7;690811 
4594939;412;65;197859;190820;5;690813 
4595299;373;66;197923;190888;7;690811 
4595020;365;34;197600;190829;8;690808 
4595384;359;26;197764;190914;5;690809 
4595663;482;38;198020;190972;8;690810 
4595306;381;20;197822;190867;6;690809 
4594949;281;9;197693;190738;4;690806 
4595156;232;8;197796;190807;5;690806 
4595389;342;16;197791;190910;14;690807 
4595549;357;16;198163;190853;8;690808 
4595224;293;35;197778;190869;5;690808 
4595192;401;22;197629;190938;4;690810 
4595329;365;47;197848;190860;8;690810 
4595841;445;25;198163;191013;8;690813 
4595054;560;35;197778;190755;7;690811 
4595473;362;28;197803;191054;8;690811 
4595178;400;39;197751;190877;6;690809 
4595207;489;21;197594;190933;4;690808 
4595342;323;48;197758;190903;5;690808 
4595574;300;35;197912;191015;5;690808 
4595415;493;17;197830;190859;10;690807 
4594819;224;9;197541;190782;4;690806 
4594932;389;9;197701;190687;6;690806 
4594802;219;9;197541;190767;13;690806 
4595377;404;34;197868;190921;5;690810 
4595497;335;30;198207;190841;9;690809 
4595300;310;31;197743;190938;5;690810 
4595420;535;44;197789;190901;7;690810 
4596046;403;55;198369;191062;9;690812 
4595105;465;38;197804;190788;8;690810 
4595266;432;35;197665;190897;6;690808 
4595188;363;25;197660;190964;4;690809 
4595248;541;38;197687;190856;5;690809 
4595252;416;43;197770;190838;7;690808 
4595146;222;9;197871;190793;7;690806 
4596697;352;16;197781;192618;6;690808 
4595035;255;17;197779;190793;6;690807 
4595060;374;9;197690;190767;8;690806 
4595922;738;22;197894;190937;8;690808 
4595367;594;48;197879;190877;6;690810 
4595775;771;27;197800;190903;4;690810 
4595255;371;49;197963;190875;5;690811 
4595967;456;38;198112;191079;9;690811 
4595747;558;44;198040;191033;7;690812 
4595559;458;53;197877;190927;7;690810 
4595181;336;27;197745;190844;6;690808 
4595408;356;20;197859;190935;9;690808 
4595547;337;52;198015;190917;5;690809 
4595118;358;16;197768;190790;5;690807 
4595271;355;9;197843;190787;6;690806 
4595018;233;9;197693;190786;7;690806 
4595091;289;16;197791;190857;6;690807 
4595540;378;29;197999;190903;6;690811 
4595018;320;32;197920;190731;7;690808 
4595081;312;27;197905;190807;8;690809 
4597590;357;41;200244;190918;7;690812 
4596046;448;34;198831;190887;6;690812 
4595005;286;45;197820;190945;4;690810 
4595313;562;44;197799;190818;8;690811 
4595371;445;31;197860;190943;6;690810 
4594871;314;47;197589;190860;3;690808 
4595052;442;36;197731;190771;6;690808 
4594885;179;31;197568;190854;4;690807 
4595327;340;15;197821;190855;5;690807 
4595354;321;5;197707;190896;9;690806 
4596860;408;8;199221;190859;6;690806 
4596106;262;18;198801;190775;14;690806 
4595404;362;30;198029;190909;6;690811 
4595009;423;26;197755;190747;7;690809 
4595193;298;41;197633;190895;3;690809 
4595567;383;31;197971;190990;5;690810 
4595904;455;39;198449;190923;7;690813 
4596464;291;56;198886;190951;8;690810 
4596621;296;39;199188;190880;6;690809 
4595261;514;53;197611;190946;5;690808 
4596051;308;52;197655;191851;5;690809 
4595612;383;20;198076;190861;9;690809 
4594891;222;9;197539;190801;5;690806 
4595468;302;17;198097;190811;7;690807 
4595147;292;18;197875;190796;5;690807 
4595144;264;8;197692;190844;4;690806 
4595127;417;32;197576;190857;4;690808 
4594929;345;32;197854;190737;5;690811 
4595111;369;25;197805;190868;5;690809 
4596379;356;22;198806;190918;7;690810 
4595779;979;39;197775;190929;7;690811 
4595207;387;49;197870;190939;5;690812 
4596050;403;61;198331;190990;8;690811 
4596137;340;35;198678;190942;9;690808 
4594965;327;34;197791;190754;7;690808 
4595668;392;40;198025;191060;6;690809 
4595329;330;35;197817;190913;6;690808 
4595983;235;8;198485;190855;11;690806 
4594857;208;9;197720;190745;5;690806 
4595955;525;12;198242;190871;9;690807 
4597001;493;26;199380;190979;6;690811 
4595090;313;32;197910;190758;8;690808 
4595320;307;33;197775;190924;5;690809 
4595639;529;58;198012;190913;8;690810 
4595596;490;34;197951;191013;10;690811 
4596235;366;58;198106;191470;7;690811 
4595473;452;46;197992;190855;7;690811 
4595955;316;30;197701;191802;7;690809 
4594932;360;32;197616;190791;4;690808 
4594964;403;28;197773;190764;11;690809 
4595138;274;26;197733;190844;14;690807 
4594870;288;17;197793;190737;4;690807 
4595063;215;9;197691;190804;5;690806 
4596042;392;4;198537;190789;7;690806 
4595455;434;26;198031;190801;6;690808 
4596538;352;32;198658;191148;8;690811 
4594882;278;32;197594;190861;6;690809 
4596338;1395;42;197759;190888;6;690810 
4595232;484;48;197790;190854;6;690810 
4595320;468;45;197750;190998;5;690813 
4595137;494;44;197628;190939;5;690811 
4595210;320;34;197737;190838;9;690808 
4595061;378;52;198015;190776;14;690809 
4596941;483;47;198930;191160;15;690809 
4595496;500;20;197722;190887;7;690807 
4594890;191;9;197688;190765;6;690806 
4595551;395;16;198254;190782;16;690807 
4596146;434;17;198461;190921;11;690807 
4595398;438;31;197786;191052;6;690809 
4595096;335;35;197930;190798;6;690810 
4594752;511;44;197724;190688;4;690810 
4595421;451;27;197977;190851;6;690810 
4595741;425;53;197956;191087;5;690812 
4595351;526;81;197667;190927;5;690811 
4595845;739;65;197854;190996;9;690813 
4595030;345;25;197700;190905;5;690810 
4595118;303;32;197598;190931;4;690808 
4596570;615;29;198644;190943;7;690808 
4595363;399;24;197952;190857;8;690808 
4595171;408;8;197692;190799;6;690806 
4594918;206;10;197691;190763;5;690806 
4595353;225;9;197705;190939;8;690806 
4595758;358;26;198313;190932;15;690809 
4595921;223;39;198597;190862;7;690809 
4595281;302;25;197794;190939;5;690809 
4595145;318;40;197768;190827;6;690809 
4595328;505;64;197940;190844;7;690811 
4595684;313;43;198132;190983;7;690811 
4595372;483;42;197655;190975;6;690810 
4595122;470;34;197753;190778;9;690809 
4595016;355;51;197835;190789;5;690809 
4595400;248;21;197928;191019;5;690808 
4595673;455;15;197764;191241;7;690807 
4594913;240;5;197696;190755;6;690806 
4595338;529;16;197798;190805;12;690807 
4594981;199;5;197869;190725;6;690806 
4595695;232;26;197890;191086;14;690808 
4595590;312;26;198011;191039;14;690808 
4595576;486;33;197870;190948;5;690810 
4595472;429;48;197820;190872;6;690809 
4595212;301;40;198006;190798;7;690809 
4595813;431;26;197955;191083;10;690810 
4595565;492;62;198045;190918;5;690813 
4595501;452;40;198120;190796;7;690810 
4595535;397;31;197741;191098;7;690808 
4595417;358;30;197682;191023;4;690809 
4594666;381;38;197819;190658;6;690809 
4595047;201;8;197707;190803;4;690806 
4595456;261;8;198001;190826;18;690806 
4595326;309;17;197889;190854;17;690807 
4595221;260;18;197780;190872;7;690807 
4595345;366;39;197916;190832;7;690809 
4596147;336;35;198625;190920;8;690809 
4595532;504;32;198013;190848;7;690810 
4595581;413;21;197833;191241;4;690810 
4595399;639;53;197816;190820;5;690811 
4595428;438;32;198235;190737;11;690810 
4595627;441;40;197919;191009;6;690812 
4594876;408;26;197871;190704;6;690809 
4595169;463;35;197583;190991;6;690808 
4595284;461;32;197589;190929;6;690808 
4595300;377;17;197807;190844;5;690807 
4594899;225;9;197691;190753;8;690806 
4595043;251;9;197829;190748;5;690806 
4594750;231;9;197693;190677;10;690806 
4595494;507;26;197983;190937;8;690810 
4595754;469;40;197971;190964;6;690810 
4595473;373;24;197937;190890;7;690808 
4595027;294;27;197742;190824;4;690811 
4595872;538;38;197911;191032;4;690812 
4595148;345;45;197817;190975;5;690813 
4596893;384;25;199613;190830;7;690811 
4595119;324;21;197766;190817;4;690808 
4595376;313;51;197852;190943;5;690809 
4594964;396;35;197760;190807;12;690808 
4595639;403;31;197885;191058;16;690807 
4595175;219;9;197878;190799;5;690806 
4594881;462;13;197659;190738;5;690808 
4595223;283;24;197790;190843;4;690808 
4595978;490;29;198058;191312;7;690809 
4595526;287;31;198018;190947;9;690809 
4596147;1070;30;197818;191059;6;690811 
4595165;423;17;197770;190791;8;690809 
4595787;687;40;197806;191028;7;690811 
4595415;421;43;197832;190993;6;690811 
4595608;394;210;197775;191055;4;690812 
4595040;275;22;197779;190903;7;690808 
4595265;535;48;197583;190894;5;690808 
4595379;378;30;197703;190944;5;690809 
4595094;435;32;197933;190831;17;690810 
4596167;1515;4;197857;190682;5;690806 
4596048;340;9;198648;190777;8;690806 
4595203;307;16;197781;190833;7;690807 
4595549;302;8;198110;190895;9;690807 
4595029;350;40;197763;190766;5;690811 
4595722;429;27;197929;190973;7;690808 
4595303;354;53;197956;190826;5;690811 
4595407;354;38;197687;191238;3;690811 
4595721;490;30;197960;191181;7;690811 
4594841;343;43;197964;190704;7;690811 
4595302;636;38;197861;190791;9;690810 
4595019;335;25;197572;190874;6;690809 
4594986;282;26;197609;190851;5;690808 
4595485;574;22;197604;190949;5;690808 
4596244;305;16;198896;190802;6;690807 
4594901;239;8;197706;190746;5;690806 
4595952;290;8;198661;190751;11;690806 
4595290;475;9;197703;190790;6;690806 
4595025;403;27;197856;190793;4;690809 
4595120;279;40;197789;190889;5;690809 
4595452;469;23;197767;190901;7;690808 
4595199;509;27;197664;190866;6;690810 
4594708;441;48;198049;190581;5;690814 
4595492;556;45;197813;190960;6;690813 
4595663;367;35;197984;191034;11;690811 
4595100;295;35;197763;190803;6;690808 
4596023;462;39;197672;191922;9;690809 
4595414;346;44;197748;191013;7;690809 
4595902;211;9;198634;190786;7;690806 
4595314;244;9;197880;190831;7;690806 
4595084;242;12;197777;190832;16;690807 
4595007;236;4;197707;190795;12;690806 
4595674;410;31;198180;191005;7;690809 
4596682;422;29;199111;190912;18;690810 
4595541;476;31;197848;190935;6;690810 
4595342;434;55;197773;190930;5;690810 
4595572;476;40;198655;190726;8;690811 
4595084;633;29;197858;190739;6;690812 
4596000;625;83;198106;191061;9;690812 
4594981;264;33;197739;190804;7;690808 
4595275;472;34;197603;190949;6;690809 
4595323;572;40;197712;190934;7;690809 
4595318;424;53;197724;191011;7;690810 
4595504;599;5;197717;190868;6;690806 
4594843;184;10;197539;190792;4;690806 
4595150;267;13;197768;190839;6;690807 
4595297;369;18;197942;190808;12;690808 
4595393;302;51;197944;190918;5;690809 
4595092;305;36;197805;190802;5;690808 
4595144;348;27;197844;190863;4;690810 
4596584;510;35;198979;191043;8;690811 
4594922;354;45;197755;190776;4;690811 
4594566;403;36;197629;190730;6;690811 
4595677;504;51;197872;191004;7;690810 
4595184;509;21;197750;190822;7;690808 
4595539;356;48;197930;191055;6;690808 
4595326;287;57;197736;190898;7;690807 
4595286;430;15;197948;190748;10;690807 
4596165;353;9;198722;190791;16;690806 
4594912;425;9;197540;190745;4;690806 
4595139;415;22;197597;190840;3;690807 
4596104;494;25;198318;191047;9;690811 
4595031;295;40;197788;190799;6;690809 
4595023;412;18;197743;190740;5;690809 
4595443;526;34;197777;190920;6;690812 
4595943;1112;31;197889;190910;7;690812 
4595180;366;44;197854;190878;4;690811 
4595018;405;30;197609;190832;5;690808 
4595351;380;53;198022;190919;9;690809 
4596559;455;39;198867;190977;5;690811 
4595343;419;20;197570;191076;6;690807 
4595008;223;8;197705;190779;5;690806 
4595337;437;12;197761;190869;7;690807 
4595145;246;12;197770;190795;6;690808 
4595040;327;9;197717;190767;7;690806 
4595688;395;54;197935;190998;7;690809 
4595387;305;53;197864;190912;8;690809 
4595483;303;26;197965;190976;6;690810 
4595241;458;49;197977;190812;7;690813 
4597360;391;41;199845;190965;9;690812 
4595474;432;62;197869;190962;6;690812 
4594947;418;31;197656;190805;4;690810 
4595118;291;21;197755;190895;6;690808 
4595027;298;28;197764;190761;6;690808 
4595697;480;27;198152;190853;6;690809 
4595053;281;16;197770;190787;6;690807 
4595125;234;5;197692;190848;4;690806 
4595140;237;9;197845;190785;5;690806 
4595318;346;29;197987;190806;8;690809 
4596336;295;37;198952;190850;16;690808 
4595869;434;39;198072;190986;9;690810 
4595193;321;60;197856;190786;6;690810 
4595738;449;35;198185;190974;7;690812 
4595333;364;37;197809;190982;5;690810 
4595320;436;54;197819;190952;5;690812 
4595306;467;24;197610;190942;5;690809 
4595445;396;39;197880;190945;14;690809 
4595559;431;34;197881;190974;7;690808 
4594927;306;30;197710;190749;4;690807 
4595125;272;4;197692;190827;7;690806 
4596266;316;21;198922;190779;8;690807 
4595030;286;10;197691;190767;10;690806 
4595214;303;19;197879;190812;9;690807 
4595395;393;37;197823;190906;7;690810 
4595053;444;27;197869;190784;6;690809 
4595182;309;32;197996;190775;5;690810 
4595542;344;29;197989;191029;5;690810 
4595528;477;81;198189;190944;7;690813 
4595659;566;26;198189;190900;11;690812 
4595383;488;21;197753;190918;8;690808 
4595313;450;65;197743;190857;13;690808 
4595243;349;51;197975;190801;13;690810 
4595259;361;16;197831;190964;6;690809 
4594671;220;5;197554;190745;5;690806 
4595129;258;9;197841;190773;7;690806 
4595275;425;12;197774;190820;7;690807 
4595054;351;28;197706;190822;3;690811 
4595275;303;36;197910;190855;7;690808 
4595394;323;40;197927;190868;12;690809 
4596163;319;27;198913;190839;9;690809 
4595541;434;33;198165;190913;7;690812 
4594989;324;37;197786;190809;5;690810 
4595190;511;32;197830;190859;8;690811 
4595054;493;57;197887;190825;6;690810 
4595056;482;21;197756;190717;5;690808 
4595144;354;35;197780;190789;8;690809 
4595180;269;23;197918;190827;7;690808 
4594625;456;50;197642;190694;4;690809 
4596397;272;17;198859;190972;18;690808 
4594805;273;9;197539;190752;3;690806 
4595638;438;16;197911;190930;18;690807 
4595434;486;13;197793;191061;8;690807 
4594868;189;8;197693;190753;7;690806 
4595748;417;29;198375;190811;9;690809 
4595572;487;31;197835;190924;6;690809 
4595297;602;27;197687;190858;7;690810 
4595328;344;49;197940;190872;7;690810 
4595289;371;60;197785;190962;5;690812 
4595284;348;77;197731;191050;4;690811 
4595304;438;52;197890;190903;7;690812 
4595318;298;24;197640;191087;7;690809 
4596804;2005;23;197776;190817;15;690808 
4597128;329;30;199995;190761;13;690811 
4595190;469;36;197854;190827;5;690809 
4595088;217;5;197760;190802;4;690806 
4596108;228;9;198702;190816;5;690806 
4595087;413;16;197786;190745;6;690807 
4595589;454;11;197974;190849;11;690807 
4595243;279;26;197790;190937;5;690809 
4595593;300;27;198198;190832;11;690809 
4595350;377;32;197860;190893;5;690811 
4595433;485;38;197829;191007;6;690811 
4595334;322;33;197802;191033;6;690811 
4595985;383;31;198401;190933;10;690810 
4595502;509;36;197718;190948;6;690811 
4594926;326;48;197641;190793;4;690808 
4594728;286;24;197621;190727;4;690808 
4595435;339;31;197895;190896;9;690808 
4595668;326;20;198456;190770;10;690807 
4595209;461;9;197690;190781;5;690806 
4595198;360;8;197842;190755;14;690806 
4594707;321;9;197555;190694;5;690806 
4595679;338;26;198048;191040;6;690809 
4596481;356;20;199022;190867;15;690809 
4595314;414;21;197734;190853;6;690808 
4594833;337;38;197773;190763;5;690810 
4596655;397;31;199249;191012;8;690811 
4595346;410;44;197814;190970;5;690812 
4595238;374;44;197823;190932;5;690811 
4596465;268;21;199086;190865;7;690808 
4595499;359;39;197950;190948;6;690809 
4595139;277;25;197737;190893;6;690808 
4595258;398;31;197897;190769;8;690807 
4594726;237;14;197869;190623;14;690806 
4595307;423;13;197801;190814;16;690807 
4595004;226;9;197539;190853;3;690806 
4595357;273;29;197993;190877;12;690810 
4595370;481;32;197874;190884;7;690809 
4595841;467;32;197949;190995;9;690810 
4595270;317;26;197769;190897;5;690809 
4595654;345;39;197990;191070;6;690811 
4596362;516;62;197715;192118;4;690812 
4595735;573;47;198081;190938;7;690814 
4596443;423;27;198840;190915;11;690808 
4595353;301;28;197803;190959;6;690809 
4595265;372;40;197842;190893;5;690809 
4596138;491;67;198430;190905;7;690808 
4595355;358;8;197860;190806;6;690806 
4595614;933;8;197716;190766;6;690806 
4595293;350;16;197914;190815;5;690807 
4595423;357;25;197833;190979;5;690808 
4595374;393;48;197935;190824;15;690810 
4595000;381;28;197780;190723;7;690809 
4595541;408;53;198005;190915;6;690810 
4595254;340;38;198022;190924;6;690811 
4595079;377;35;197792;190861;6;690811 
4595516;538;48;197773;190948;6;690810 
4595560;396;52;197852;191000;6;690809 
4595488;407;22;197907;190898;6;690809 
4595268;390;34;197800;190884;13;690808 
4596096;263;29;198845;190784;9;690807 
4595107;269;21;197966;190723;10;690807 
4595005;176;9;197694;190794;4;690806 
4595222;262;9;197690;190863;5;690806 
4595409;292;23;197904;190910;7;690808 
4595390;322;26;198306;190747;7;690809 
4595519;560;27;197778;190903;5;690809 
4595059;417;25;197588;190803;6;690808 
4594639;191;9;197691;190662;13;690806 
4595267;390;9;197692;190837;4;690806 
4595982;509;16;198111;190945;9;690807 
4596523;362;21;199046;190926;6;690810 
4595079;356;23;197885;190739;5;690809 
4595399;318;21;197889;190878;6;690808 
4596067;653;40;198072;191072;7;690811 
4595613;441;36;197980;191012;7;690811 
4595075;371;47;198002;190759;6;690811 
4594749;383;30;197814;190722;5;690810 
4595387;571;38;197845;190838;8;690810 
4595371;394;21;197904;190944;7;690808 
4595401;372;35;197720;190953;9;690808 
4596334;312;20;199117;190706;7;690807 
4595059;323;18;197813;190760;10;690807 
4596133;348;10;198605;190824;4;690806 
4595315;404;10;197705;190828;6;690806 
4595294;280;17;197879;190845;15;690807 
4595904;384;30;198327;191053;8;690811 
4595105;469;53;197630;190833;4;690809 
4595243;312;35;197742;190887;7;690809 
4597499;463;36;200080;190875;9;690813 
4594982;626;43;197705;190775;5;690812 
4595240;438;36;197652;190917;7;690812 
4595096;295;26;197757;190829;5;690808 
4594939;302;26;197828;190798;4;690809 
4595436;579;27;197831;190873;10;690809 
4594889;230;16;197591;190840;3;690807 
4595113;209;8;197831;190805;6;690806 
4594984;285;16;197758;190799;9;690807 
4595998;242;13;198626;190828;5;690807 
4595217;342;8;197718;190840;5;690806 
4595241;298;32;197942;190807;6;690809 
4596335;346;39;198657;191016;8;690809 
4596160;805;26;198044;191030;9;690810 
4595420;370;27;197940;190985;6;690812 
4595163;327;44;197814;190968;4;690811 
4595890;354;40;198289;190978;8;690812 
4595471;458;34;197767;191023;5;690810 
4595562;416;34;197911;190970;8;690808 
4595107;347;35;197601;190863;4;690809 
4595633;422;47;197810;191077;6;690808 
4594905;229;9;197691;190734;6;690806 
4594838;234;9;197541;190783;3;690806 
4594931;216;8;197690;190767;15;690806 
4596788;628;26;199001;190956;11;690810 
4595610;638;36;197896;190836;6;690808 
4595173;345;48;197938;190750;8;690809 
4595215;349;38;197749;190896;6;690811 
4596369;572;38;198236;191205;9;690813 
4595304;531;36;197791;190818;5;690810 
4595983;524;67;197839;191104;5;690811 
4596011;348;32;197744;191922;12;690808 
4595293;404;52;197824;190913;8;690810 
4595195;358;35;197717;190861;4;690808 
4595122;297;30;197891;190758;7;690807 
4595252;406;5;197842;190761;10;690806 
4595005;246;17;197809;190775;7;690807 
4595016;242;9;197691;190784;4;690806 
4594986;412;22;197759;190699;7;690807 
4597105;277;45;199752;190889;8;690810 
4595166;286;26;198003;190830;5;690810 
4595186;335;48;197957;190779;6;690810 
4595488;312;39;197981;190973;8;690810 
4595520;444;47;198019;191003;5;690814 
4596952;348;54;199617;190869;6;690811 
4595860;460;25;198187;190914;10;690809 
4595052;483;34;197757;190799;10;690808 
4595457;556;27;197998;190833;6;690809 
4595207;369;28;197806;190872;6;690809 
4594734;240;8;197691;190669;13;690806 
4594819;215;5;197551;190761;6;690806 
4595137;298;16;197778;190851;6;690807 
4596044;274;22;197823;191707;5;690808 
4595147;264;22;197772;190856;4;690808 
4595720;320;36;198101;190961;9;690811 
4595914;504;27;198864;190710;7;690809 
4595891;393;37;197863;191762;5;690812 
4595038;311;35;197777;190900;4;690811 
4595168;333;47;197969;190897;5;690811 
4595391;430;41;197726;191025;6;690812 
4595321;591;34;197565;190939;7;690808 
4594719;503;34;197754;190581;7;690808 
4595570;274;35;197918;190958;7;690808 
4595570;172;17;198183;190873;9;690807 
4594817;221;9;197692;190723;5;690806 
4594857;271;9;197542;190780;5;690806 
4595281;443;10;197692;190804;7;690806 
4595804;480;30;198484;190906;11;690810 
4595267;438;26;197758;190851;7;690808 
4595851;353;30;198785;190704;6;690809 
4595327;463;33;197921;190780;6;690809 
4596190;424;39;198562;191005;9;690812 
4595087;346;36;197770;190848;5;690811 
4595428;466;44;197983;190864;7;690810 
4594813;322;47;197743;190705;5;690808 
4595163;381;26;197676;190891;6;690809 
4595345;292;17;197766;191108;4;690808 
4594812;241;9;197704;190726;9;690806 
4596109;246;12;198906;190764;6;690806 
4595246;433;17;197949;190754;8;690807 
4595050;371;8;197541;190812;4;690806 
4595045;282;35;197753;190800;6;690808 
4595485;417;26;198122;190831;6;690810 
4595570;481;30;197892;190994;7;690810 
4595306;450;22;197636;190937;4;690811 
4595045;373;46;197638;190846;5;690811 
4598997;423;44;199171;193197;7;690812 
4595304;391;60;197861;190929;4;690812 
4595313;295;43;197916;190842;8;690808 
4595452;504;34;197751;190916;6;690808 
4595210;342;50;197966;190836;7;690810 
4595336;364;19;197800;190943;4;690808 
4595217;246;10;197849;190793;6;690806 
4594966;226;9;197691;190764;8;690806 
4594926;283;16;197635;190843;6;690807 
4596347;316;25;197975;191753;8;690809 
4595202;305;43;197785;190879;5;690810 
4594895;320;39;197774;190727;7;690809 
4595485;537;24;198007;190812;8;690810 
4595917;250;35;198686;190908;10;690812 
4595672;471;36;198245;191016;6;690812 
4596307;319;42;198925;190913;6;690811 
4595418;599;39;197879;190939;6;690810 
4595030;287;48;197640;190860;4;690808 
4595157;307;35;197616;190954;5;690808 
4595007;237;28;197752;190819;7;690808 
4595315;290;13;197825;190906;16;690807 
4595170;388;9;197691;190795;6;690806 
4595148;244;8;197849;190776;6;690806 
4595195;275;9;197714;190826;8;690806 
4595507;522;30;197734;191019;6;690812 
4595334;340;34;198056;190779;7;690809 
4595424;553;40;197942;190782;7;690809 
4595565;331;35;197953;190962;8;690811 
4595939;455;48;199261;190592;15;690812 
4595043;368;28;197624;190961;4;690811 
4595208;334;34;197954;190885;6;690810 
4595326;503;26;197741;190918;7;690808 
4595355;563;39;197994;190773;8;690809 
4596877;1710;21;197769;191023;6;690808 
4595591;297;20;197876;191116;7;690807 
4595545;846;4;197946;190657;12;690806 
4595444;298;15;197942;190882;7;690807 
4594803;376;9;197689;190649;5;690806 
4595398;359;36;197879;190946;6;690808 
4595248;360;31;198001;190916;6;690810 
4595773;382;25;198332;190874;8;690810 
4595861;299;35;197926;191386;6;690810 
4595622;386;35;198088;190959;8;690811 
4595665;425;44;198062;191072;6;690813 
4595488;665;58;198147;190724;9;690811 
4595161;303;35;197803;190781;4;690808 
4595000;456;21;197745;190725;7;690808 
4595607;520;31;197841;191016;7;690809 
4595460;299;33;197983;190918;8;690808 
4594965;312;8;197689;190726;5;690806 
4595085;213;10;197692;190811;11;690806 
4595022;279;16;197932;190733;6;690807 
4595376;325;18;197957;190895;5;690808 
4595235;418;21;197910;190790;12;690808 
4595458;334;34;198067;190831;15;690809 
4595413;408;31;198131;190838;8;690810 
4595275;403;36;198113;190829;5;690813 
4595286;459;48;197974;190802;5;690811 
4597109;595;33;197636;192847;4;690812 
4595321;492;59;197810;190922;7;690811 
4595308;401;20;197724;190894;5;690809 
4595679;1106;48;197912;190676;12;690808 
4595527;525;21;197868;190944;10;690808 
4595093;315;21;197810;190770;6;690807 
4595046;313;4;197840;190713;7;690806 
4594953;217;10;197552;190838;5;690806 
4595185;251;17;197875;190819;5;690807 
4595278;360;30;197880;190869;5;690811 
4595771;260;49;198095;191092;9;690808 
