CYCLES;0xE1;0xE2;0xE7;0xE0;0x17;Ox12
4595113;298;18;197780;190827;5;690807 
4595202;264;22;197918;190813;5;690808 
4595429;299;30;197942;190872;6;690809 
4597467;491;40;198935;191789;9;690809 
4595883;514;26;198328;190946;8;690811 
4595288;350;37;197826;190955;5;690811 
4595280;453;58;197828;191000;7;690811 
4594913;356;75;197740;190862;5;690811 
4595394;366;25;197842;190936;4;690809 
4595344;501;43;197755;190771;7;690808 
4595319;425;27;197774;190919;6;690808 
4595607;366;43;198032;191008;13;690808 
4594927;333;9;197541;190778;5;690806 
4595264;390;8;197844;190770;6;690806 
4595223;364;10;197555;190885;7;690806 
4595344;551;31;197836;190897;9;690810 
4595276;420;49;198094;190691;9;690808 
4594963;326;44;197645;190869;4;690809 
4596508;670;191;198319;190924;16;690808 
4595191;393;34;198085;190809;5;690812 
4595429;326;43;197902;191034;8;690810 
4595657;433;18;198062;190881;19;690808 
4596131;424;31;198631;190893;7;690809 
4595399;470;22;197577;190996;7;690809 
4595219;434;8;197842;190743;5;690806 
4596012;317;16;198684;190848;6;690807 
4595655;524;21;197912;190876;6;690808 
4595203;294;8;197840;190801;5;690806 
4596451;292;31;199129;190952;7;690810 
4595987;539;62;198209;191077;10;690811 
4595924;378;26;197807;191356;7;690810 
4595188;355;61;197662;190978;3;690811 
4595333;497;34;197984;190845;6;690811 
4595385;451;38;197920;190875;5;690812 
4595540;607;33;197850;191031;5;690814 
4595509;349;35;197914;190915;11;690809 
4595260;309;48;197787;190937;5;690808 
4595441;402;21;197679;191055;5;690809 
4595494;526;12;197748;190910;5;690807 
4595176;367;8;197694;190811;10;690806 
4595094;207;8;197689;190823;5;690806 
4596080;344;22;197981;191348;5;690808 
4595042;366;26;197644;190854;5;690810 
4595436;504;52;197930;190831;6;690810 
4595491;373;49;198110;190780;10;690809 
4595337;379;199;197915;190903;6;690812 
4595497;325;62;198146;190865;9;690811 
4595358;312;49;197781;191043;6;690812 
4596437;411;53;198346;191176;11;690811 
4595374;319;38;197859;190931;7;690809 
4595010;363;35;197744;190746;5;690808 
4595119;303;20;197760;190892;6;690808 
4596007;229;10;198790;190756;5;690806 
4595053;430;21;197806;190708;6;690807 
4595181;263;8;197844;190777;5;690806 
4595046;242;8;197692;190790;14;690806 
4596204;362;28;198394;191022;5;690809 
4595427;322;26;197892;190972;4;690809 
4595172;388;45;197776;190826;6;690809 
4595804;630;42;197655;191250;5;690811 
4595561;656;61;197869;190932;8;690812 
4595449;415;62;197824;191052;6;690811 
4595039;306;21;197746;190794;12;690808 
4595108;335;32;197732;190787;7;690808 
4595508;323;195;198004;190900;18;690809 
4595679;355;35;197822;191164;7;690809 
4594761;266;4;197539;190743;12;690806 
4595017;208;10;197704;190807;5;690806 
4594853;249;16;197783;190838;8;690807 
4595238;296;14;197955;190822;6;690807 
4595432;328;18;198273;190727;11;690808 
4595265;369;31;197936;190779;7;690809 
4594801;448;30;197712;190688;3;690809 
4596438;533;39;198031;191863;8;690813 
4595211;352;53;197780;190973;4;690810 
4595107;368;37;197648;190966;3;690812 
4594999;442;203;197815;190785;6;690810 
4595058;320;21;197783;190870;5;690808 
4595156;335;35;197741;190808;7;690808 
4595429;343;48;197895;190880;8;690808 
4595700;252;13;198080;190960;6;690807 
4595355;334;8;197846;190839;14;690806 
4595406;594;9;197689;190798;6;690806 
4594896;204;9;197693;190747;15;690806 
4595871;552;25;198031;191059;9;690810 
4594924;334;40;197989;190711;7;690809 
4596351;341;41;197903;191825;6;690809 
4595727;544;206;197918;190964;8;690810 
4595512;422;39;197915;190969;4;690812 
4595251;331;57;197777;190904;4;690810 
4595669;264;20;198491;190794;7;690808 
4595040;523;30;197692;190790;6;690809 
4596781;342;270;197684;192500;7;690809 
4594897;275;15;197607;190808;5;690807 
4594825;276;9;197539;190766;5;690806 
4595065;317;16;197623;190832;9;690807 
4595316;366;12;197775;190837;5;690807 
4595224;330;52;197918;190789;8;690809 
4595699;374;35;198259;190926;11;690810 
4595499;436;31;197997;190889;9;690811 
4595224;356;26;197790;190939;7;690809 
4595713;330;45;198140;191058;8;690811 
4595586;515;63;197823;191037;5;690811 
4596142;422;39;198652;191026;9;690812 
4595259;323;25;197836;190994;7;690809 
4595108;334;26;197735;190901;8;690808 
4595348;483;35;197772;190871;9;690808 
4594990;265;39;197683;190853;4;690808 
4595103;237;5;197704;190831;13;690806 
4594762;221;9;197551;190757;4;690806 
4595085;300;9;197692;190802;5;690806 
4595383;382;22;197989;190903;6;690809 
4595126;288;27;197954;190829;7;690809 
4595159;289;17;197753;190865;5;690808 
4595585;366;25;198059;190858;6;690809 
4595349;407;62;198037;190923;6;690812 
4595639;513;50;197787;191019;6;690812 
4597332;370;50;199412;191383;6;690810 
4594994;291;25;197793;190813;10;690808 
4595518;417;24;197938;190975;6;690809 
4595307;357;181;197605;190856;7;690808 
4596040;299;12;198883;190759;7;690807 
4595304;236;13;197786;190906;5;690807 
4594859;286;17;197783;190751;4;690807 
4595392;430;5;197692;190874;6;690806 
4595866;341;199;198396;190776;12;690808 
4595819;344;30;198310;191022;13;690810 
4595718;503;34;197863;191029;7;690811 
4595301;317;26;197600;190943;4;690808 
4595204;390;39;198000;190830;6;690811 
4595337;399;57;197687;191027;4;690811 
4596506;524;197;198803;190985;8;690813 
4595274;334;48;197850;190902;6;690808 
4594697;356;27;197750;190663;13;690808 
4595754;379;47;197970;191101;5;690810 
4596541;435;47;198949;190903;9;690808 
4595098;369;9;197689;190749;14;690806 
4594872;201;9;197735;190745;4;690806 
4595284;328;17;197954;190787;6;690808 
4595912;422;21;198641;190750;8;690810 
4595605;569;27;197924;190900;10;690809 
4596274;439;22;198728;190844;6;690808 
4595279;356;29;197871;190938;4;690812 
4595322;394;36;198051;190830;7;690812 
4595622;385;36;197818;191222;4;690811 
4595579;449;38;197798;191050;6;690810 
4596278;519;52;198111;191404;8;690809 
4595318;443;49;197743;190823;8;690808 
4595675;501;25;197916;190975;12;690808 
4594705;270;19;197591;190723;4;690807 
4594953;282;17;197655;190825;3;690807 
4595151;262;34;197788;190842;4;690809 
4595241;375;27;197875;190863;9;690810 
4595457;407;30;197983;190955;8;690812 
4595448;398;64;197952;190886;7;690811 
4596144;469;33;197849;191636;7;690811 
4595332;418;65;197837;191004;6;690814 
4595247;325;22;197818;191024;6;690810 
4594932;344;22;197586;190819;5;690808 
4595037;293;23;197588;190987;3;690808 
4595049;329;17;197654;190810;3;690807 
4595007;372;9;197692;190737;16;690806 
4595093;357;10;197691;190782;10;690806 
4594826;270;8;197539;190771;4;690806 
4594957;314;26;198008;190707;7;690809 
4595242;394;46;197793;190859;8;690809 
4595491;363;62;197796;190983;4;690810 
4595705;305;22;198169;190946;7;690810 
4595893;436;40;198535;190846;6;690811 
4596215;386;31;198758;190920;5;690811 
4595233;519;36;197613;190907;4;690810 
4596975;424;30;199486;190890;12;690810 
4595563;351;46;197958;190944;5;690810 
4595124;297;21;197901;190786;7;690810 
4595746;185;9;198687;190701;5;690806 
4595486;430;12;197919;190872;10;690807 
4595320;321;20;197951;190824;11;690807 
4595647;204;5;198737;190658;4;690806 
4595721;337;206;198048;190972;19;690809 
4594911;365;52;197666;190889;6;690809 
4595213;387;30;197983;190819;11;690811 
4595151;356;26;197907;190749;6;690808 
4596397;276;42;198933;190925;6;690812 
4595824;388;35;198019;191097;5;690811 
4595726;393;32;197908;191079;5;690813 
4595485;307;308;197822;190860;6;690808 
4595214;269;32;197863;190869;4;690808 
4595278;407;53;197845;190874;6;690810 
4595667;591;27;197910;190971;7;690809 
4595759;234;5;198617;190720;9;690806 
4595046;352;5;197692;190765;5;690806 
4595652;481;16;198102;190839;7;690807 
4596178;283;21;198814;190858;6;690807 
4595490;401;26;197983;190958;6;690810 
4595423;279;28;197923;190872;5;690808 
4595678;541;52;197891;190994;6;690810 
4596041;384;38;197849;191679;11;690811 
4595673;641;37;197935;190982;6;690811 
4595527;334;45;198244;190845;10;690811 
4594931;363;35;197854;190751;7;690810 
4595328;462;34;197734;190859;6;690808 
4595751;429;17;197722;191354;6;690808 
4595169;368;29;197729;190829;8;690807 
4595535;433;16;197834;190914;7;690807 
4595116;461;8;197539;190810;6;690806 
4594846;230;8;197694;190712;7;690806 
4596390;258;18;198856;190893;6;690807 
4595203;367;21;198025;190771;7;690809 
4595670;408;25;198150;190916;19;690809 
4596143;294;44;198708;190824;5;690808 
4596748;615;24;199297;191042;10;690811 
4596384;592;62;198980;190882;7;690812 
4596631;375;25;197967;192110;6;690812 
4596718;344;35;199320;190989;13;690811 
4595117;360;32;197840;190878;7;690811 
4596351;433;28;198047;191734;9;690810 
4595204;445;25;197753;190865;6;690808 
4595511;585;44;197882;190787;19;690808 
4595597;582;46;197912;190844;8;690809 
4597348;532;53;199529;191035;10;690811 
4594880;370;16;197616;190772;4;690807 
4596292;325;9;198952;190757;18;690806 
4595095;340;9;197717;190771;5;690806 
4596097;411;16;198433;190905;22;690807 
4595139;370;17;197631;190853;4;690807 
4596201;344;25;198638;191138;18;690809 
4595578;482;49;197813;190930;5;690808 
4595763;573;30;198454;190927;17;690810 
4596653;1455;22;198013;190930;6;690810 
4595873;529;33;198317;191089;10;690812 
4595323;492;52;197796;190924;6;690811 
4595825;472;38;198104;191348;8;690814 
4594970;494;50;197885;190778;6;690811 
4595091;389;20;197610;190895;5;690808 
4596071;305;25;198369;190965;9;690809 
4595414;704;53;197657;190841;7;690809 
4596193;409;25;198980;190767;12;690809 
4595317;594;20;197745;190815;12;690807 
4595435;384;8;197995;190769;19;690806 
4595637;526;16;198065;190821;8;690807 
4595416;354;12;198043;190783;19;690808 
4594867;331;9;197550;190738;4;690806 
4595370;502;20;198071;190916;20;690808 
4595190;270;28;197821;190865;8;690808 
4595489;481;30;197863;190903;5;690811 
4596636;566;22;198830;190919;8;690808 
4595528;440;34;197951;191080;7;690812 
4595318;505;61;197700;190928;4;690811 
4595535;435;40;197908;191037;6;690812 
4595074;343;33;197688;190876;4;690810 
4595166;363;47;197766;190831;8;690808 
4594866;313;25;197824;190810;5;690809 
4595895;552;26;198461;190879;8;690809 
4595206;226;8;197811;190829;5;690806 
4595213;387;8;197844;190742;12;690806 
4595224;344;16;197944;190751;7;690807 
4595211;377;16;197646;190854;6;690807 
4595505;490;25;197886;190906;6;690809 
4595487;302;22;197923;190911;14;690808 
4596066;377;207;198425;190898;8;690811 
4595114;587;30;197812;190763;8;690810 
4596238;591;45;197947;191677;7;690811 
4595283;451;55;197796;190909;6;690811 
4596260;627;41;199003;190738;8;690814 
4595484;397;23;197826;191006;7;690810 
4594775;333;24;197603;190743;4;690809 
4595070;340;25;197604;190910;6;690808 
4595311;363;21;197798;190932;6;690808 
4594630;237;9;197692;190642;5;690806 
4596256;274;20;198829;190848;6;690807 
4595132;352;8;197856;190717;10;690806 
4595389;345;26;197979;190899;10;690809 
4596351;520;48;198883;190823;7;690810 
4595458;457;50;197789;190925;6;690810 
4595445;332;50;197815;190997;6;690809 
4596724;585;61;198078;191994;7;690811 
4596397;495;32;198808;190949;6;690812 
4595548;341;34;197962;191033;5;690811 
4595214;407;21;197757;190837;5;690808 
4594828;472;27;197863;190664;7;690810 
4595210;439;48;197774;190819;6;690808 
4594750;245;9;197539;190744;4;690806 
4594765;272;16;197767;190689;5;690807 
4596268;302;13;198720;190851;5;690807 
4594920;251;9;197542;190793;4;690806 
4595484;404;25;198073;190799;23;690808 
4595493;482;47;198085;190796;8;690808 
4596599;255;29;197697;192428;3;690810 
4595196;350;28;197733;190839;7;690809 
4595247;400;65;197792;190951;4;690812 
4595473;434;65;198049;190928;6;690814 
4595365;383;61;197809;191036;4;690812 
4595497;426;35;197919;190866;7;690809 
4595053;299;17;197755;190833;12;690810 
4595341;407;26;197856;190885;10;690809 
4595115;325;35;197811;190843;9;690809 
4594736;354;5;197539;190689;5;690806 
4595170;358;9;197690;190808;7;690806 
4595244;311;17;197781;190862;7;690807 
4595727;362;30;198280;190886;6;690809 
4595339;467;47;197792;190885;9;690809 
4595200;408;25;197791;190819;6;690809 
4595116;428;26;198046;190763;7;690812 
4595630;410;67;197816;191286;4;690812 
4596742;590;57;199254;190894;8;690811 
4595256;280;27;197825;190967;4;690810 
4595465;503;53;197829;190881;8;690809 
4595200;353;24;197754;190846;5;690808 
4594788;367;35;197608;190767;6;690809 
4594901;206;9;197542;190803;5;690806 
4594855;305;16;197828;190700;10;690807 
4594755;204;9;197539;190745;5;690806 
4595010;230;8;197691;190792;11;690806 
4595608;332;31;197941;190968;5;690810 
4596338;464;25;198884;190889;12;690809 
4595148;268;52;197777;190884;7;690809 
4595099;325;27;197762;190913;5;690809 
4595624;471;60;197860;191111;5;690814 
4596270;434;38;197877;191826;4;690813 
4596147;1100;47;197692;191086;3;690813 
4595218;440;21;197741;190870;6;690808 
4594845;336;53;197806;190675;7;690810 
4595696;401;196;197853;191000;5;690809 
4595038;217;5;197706;190800;5;690806 
4594778;352;8;197541;190700;8;690806 
4596141;559;68;198025;191213;10;690819 
4596440;361;13;198847;190864;8;690807 
4595217;258;13;197736;190857;4;690807 
4595665;296;48;197961;191351;9;690810 
4595781;649;27;197994;190897;9;690809 
4595507;495;27;197802;190964;7;690810 
4595224;222;30;197929;190831;6;690810 
4596610;368;57;197939;192045;8;690812 
4595260;394;40;198026;190858;6;690811 
4595222;416;29;197834;190831;13;690809 
4595343;330;46;197793;190895;8;690808 
4595249;528;21;197599;190883;7;690808 
4596192;352;20;198814;190855;6;690808 
4595560;346;12;197954;190903;8;690807 
4595434;187;9;198007;190856;8;690806 
4595008;203;9;197537;190851;8;690806 
4595089;325;21;197684;190859;5;690808 
4595822;316;56;198799;190746;8;690809 
4595731;467;38;197960;191037;7;690810 
4595858;284;49;198687;190750;4;690808 
4596054;577;83;198230;191046;7;690813 
4595488;373;44;197788;191045;5;690810 
4595189;487;41;197817;190829;7;690811 
4595000;303;47;197608;190813;6;690808 
4595643;455;32;197816;190952;6;690810 
4595258;329;44;197733;190872;6;690809 
4595083;357;21;197583;190932;5;690807 
4594941;270;9;197856;190712;17;690806 
4595272;457;13;197827;190791;6;690807 
4595360;419;9;197840;190798;18;690806 
4595001;220;9;197705;190783;7;690806 
4595877;455;26;198268;191114;20;690809 
4595579;639;26;198052;190845;8;690809 
4596910;396;25;198562;191987;13;690809 
4595436;447;33;197757;190941;6;690809 
4595666;508;63;197924;191008;7;690812 
4595539;896;41;198027;190749;8;690811 
4595452;382;29;197801;191038;5;690811 
4595177;273;34;197617;191076;7;690811 
4595469;435;21;197775;190959;7;690809 
4595540;359;39;198017;190909;7;690811 
4595034;285;24;197726;190796;7;690808 
4595073;235;16;197804;190797;16;690807 
4594992;275;8;197752;190780;4;690807 
4596139;284;20;198830;190803;15;690807 
4595157;243;9;197844;190793;12;690806 
4595462;499;36;197793;190917;5;690809 
4595978;482;36;198510;190955;13;690812 
4595027;461;26;197881;190825;5;690812 
4595652;410;34;197918;191066;7;690810 
4595025;365;38;197825;190819;4;690811 
4595907;621;63;197874;191261;6;690812 
4595165;458;37;197843;190865;6;690811 
4594663;304;48;197599;190733;7;690809 
4595231;457;24;197580;190925;5;690809 
4595620;354;27;198221;190852;6;690810 
4594754;302;17;197643;190722;4;690807 
4596342;337;10;198821;190837;11;690806 
4594964;194;9;197691;190792;6;690806 
4595265;492;16;197650;190880;9;690807 
4595747;586;31;197920;190993;9;690809 
4595962;313;31;198630;190858;5;690810 
4595051;314;44;197775;190800;5;690808 
4596130;535;36;198338;191065;9;690813 
4597329;316;34;199728;191000;5;690811 
4595177;402;42;198001;190772;8;690811 
4595435;460;55;197788;190992;6;690811 
4595242;412;29;197669;190929;4;690809 
4595172;414;39;197723;190835;8;690808 
4595256;307;21;197754;191039;5;690808 
4595197;326;9;197820;190787;11;690806 
4595153;531;17;197777;190713;6;690807 
4595101;249;10;197704;190820;4;690806 
4594929;295;9;197539;190805;5;690806 
4595618;323;32;197933;190965;9;690810 
4595524;308;27;198008;190928;6;690809 
4595151;326;48;197760;190887;6;690809 
4595071;337;53;197793;190861;4;690811 
4595605;505;34;197965;190989;9;690812 
4595493;397;36;197933;190991;6;690811 
4595662;456;193;197921;190922;7;690808 
4595096;356;20;197783;190822;7;690808 
4595575;359;200;197811;190992;18;690809 
4594749;306;25;197815;190702;4;690809 
4594988;164;9;197697;190807;7;690806 
4595198;366;9;197715;190790;11;690806 
4595059;439;16;197918;190732;10;690807 
4595641;533;25;197957;190863;6;690808 
4595292;452;27;197914;190763;9;690808 
4596074;659;37;198237;190915;20;690809 
4595267;292;52;197987;190838;11;690809 
4595828;550;31;197862;191115;7;690811 
4595153;326;31;197934;190764;7;690811 
4595902;358;35;198931;190769;5;690812 
4595237;407;62;197756;190966;5;690811 
4595248;484;25;197810;190870;7;690809 
4594830;318;46;197766;190725;5;690808 
4595923;323;45;198838;190752;6;690808 
4595550;500;13;197886;190895;10;690807 
4596330;527;8;198839;190731;7;690806 
4595326;452;9;197692;190827;11;690806 
4594943;263;5;197695;190745;9;690806 
4595303;472;26;197735;190955;5;690813 
4595215;461;32;197779;190861;6;690809 
4595182;302;53;197622;190891;4;690809 
4595972;235;49;198313;190988;9;690809 
4595981;681;47;198405;190872;9;690813 
4595453;596;31;197826;190946;6;690810 
4595535;359;25;197794;191077;7;690809 
4595213;341;194;197614;190845;4;690808 
4595736;514;25;198006;190917;9;690809 
4595234;298;47;197768;190907;5;690808 
4594852;318;8;197541;190755;7;690806 
4595051;314;12;197744;190797;5;690807 
4595004;430;12;197636;190806;6;690807 
4595056;277;8;197715;190794;7;690806 
4594978;531;59;197612;190809;7;690810 
4595659;517;206;198206;190794;19;690810 
4595915;287;26;197657;191812;4;690809 
4595641;417;34;198395;190841;7;690812 
4596494;641;42;198965;190890;6;690811 
4595981;458;38;198401;190989;8;690812 
4595833;419;53;198128;191057;6;690812 
4595333;528;24;197603;190885;6;690808 
4595285;389;36;197579;190957;3;690808 
4595521;330;25;198035;190918;5;690809 
4595622;521;24;197783;190939;8;690808 
4595124;361;4;197690;190796;10;690806 
4595237;345;8;197696;190838;7;690806 
4595237;336;16;197926;190789;7;690807 
4595462;493;31;197972;190896;7;690810 
4595302;385;48;197789;190846;8;690808 
4596845;336;32;199351;190851;7;690809 
4595718;393;32;198194;190945;8;690810 
4595421;415;31;198039;191040;6;690811 
4595504;587;52;197947;190848;5;690811 
4595407;606;34;197844;190914;7;690812 
4596103;448;53;198159;191112;10;690811 
4595703;496;30;197848;191127;6;690809 
4595437;322;195;198083;190821;14;690808 
4594931;300;43;197732;190736;5;690808 
4595644;428;29;198010;190926;17;690809 
4594926;365;23;197614;190858;7;690808 
4595151;209;8;197844;190791;18;690806 
4594870;235;8;197691;190728;4;690806 
4595672;471;18;198417;190740;19;690807 
4595301;267;12;197788;190868;4;690807 
4595516;507;27;197942;190886;18;690809 
4595392;407;22;197604;190983;4;690808 
4596594;608;26;198622;191186;16;690811 
4597618;583;35;197993;192771;8;690812 
4595947;525;29;198292;191114;8;690812 
4596394;405;56;198164;191515;11;690810 
4595884;617;34;198216;190959;9;690813 
4595515;458;54;198015;190963;8;690812 
4595918;881;35;197752;190937;5;690809 
4595327;319;44;197941;190830;8;690808 
4595500;550;52;197849;190959;7;690810 
4594973;502;24;197981;190726;18;690809 
4595266;277;48;197940;190812;6;690808 
4595249;291;17;197891;190910;13;690807 
4595200;381;9;197705;190794;6;690806 
4595562;374;12;197953;190901;17;690807 
4596064;1213;10;197692;190827;16;690806 
4596857;486;16;199324;190971;24;690807 
4594965;284;18;197728;190826;4;690808 
4596347;566;29;198484;191149;14;690810 
4595022;266;47;197776;190794;6;690808 
4596060;546;32;198394;191179;9;690811 
4597492;410;28;199670;191076;9;690811 
4596544;611;35;198603;191266;13;690814 
4597391;709;35;199513;190955;11;690812 
4595316;445;34;197825;190945;5;690812 
4595121;359;27;197857;190824;6;690809 
4594643;395;52;197650;190682;6;690809 
4596569;394;32;198886;190937;17;690808 
4594852;312;26;197623;190775;13;690808 
4595479;262;22;197914;191042;17;690808 
4595743;732;45;197877;190863;5;690808 
4595318;274;16;198090;190825;20;690807 
4595127;270;9;197690;190829;6;690806 
4595279;328;9;197897;190770;17;690806 
4595091;400;16;197794;190758;7;690807 
4595994;791;26;198025;190993;26;690810 
4595291;279;46;197940;190941;5;690810 
4597742;665;26;199932;191614;16;690809 
4595304;351;54;197863;190885;6;690810 
4595146;434;38;198028;191025;9;690813 
4595177;384;37;197807;190904;4;690811 
4595348;389;35;197827;190979;7;690811 
4595295;433;66;198022;190897;8;690811 
4595325;397;21;197848;190981;5;690811 
4596419;451;48;198853;190852;7;690808 
4594927;327;46;197742;190758;6;690808 
4595440;370;26;198172;190823;7;690809 
4594999;448;16;197804;190747;5;690807 
4595218;236;5;197998;190749;18;690806 
4596283;373;8;198661;190858;12;690806 
4595534;242;12;198493;190710;17;690807 
4595340;489;26;197675;190892;5;690808 
4595926;342;25;198438;191093;16;690809 
4595209;279;25;197932;190797;12;690808 
4595434;374;53;198025;190839;11;690810 
4595936;614;38;198058;191031;10;690812 
4596552;339;32;199102;190989;8;690811 
4594875;465;32;197774;190760;6;690811 
4595700;304;52;197855;191211;5;690809 
4595564;592;25;197799;190984;13;690809 
4595088;338;35;197602;190874;4;690808 
4595092;352;21;197722;190815;7;690808 
4595525;338;21;197848;191038;4;690808 
4595125;475;17;198084;190620;11;690807 
4594941;293;4;197691;190731;6;690806 
4595449;414;9;198007;190773;21;690806 
4595392;413;16;197966;190828;13;690807 
4596203;397;28;198315;191249;17;690810 
4595103;425;27;197739;190782;7;690808 
4594723;335;25;197865;190681;16;690809 
4595717;479;58;198033;190990;6;690811 
4596101;439;30;198557;191106;13;690812 
4595357;429;40;197784;190962;7;690810 
4595353;405;38;197822;190946;5;690811 
4595414;417;64;197871;190960;4;690812 
4595557;373;26;197814;191095;5;690810 
4595385;353;43;197889;190878;12;690809 
4595266;448;43;197857;190830;8;690808 
4595502;533;28;197708;191119;8;690809 
4595023;299;16;197813;190755;7;690807 
4595496;359;9;197989;190805;19;690806 
4595148;364;9;197702;190790;6;690806 
4596634;973;16;198661;190903;28;690808 
4595475;502;15;197942;190821;29;690807 
4595089;257;9;197691;190783;17;690806 
4595481;330;36;197898;190961;7;690809 
4596072;538;30;198560;191082;19;690810 
4594941;281;25;197678;190898;5;690809 
4595241;343;49;197736;190895;4;690810 
4595149;370;206;197951;190712;8;690810 
4596103;415;66;198589;190985;10;690813 
4596551;1341;32;198081;190986;6;690813 
4595162;279;35;197798;190929;7;690808 
4595358;356;48;197778;190873;12;690808 
4595452;393;201;198204;190719;10;690809 
4595109;348;25;197823;190792;6;690809 
4594584;210;4;197539;190683;4;690806 
4594864;333;10;197555;190748;5;690806 
4595058;400;12;198121;190659;8;690807 
4595443;412;31;198018;190858;9;690810 
4595190;303;47;197926;190791;6;690808 
4595492;319;46;197925;190964;10;690810 
4595575;341;30;198039;190965;6;690810 
4596701;384;34;199022;191036;9;690813 
4595586;438;78;197971;190967;7;690812 
4595334;387;206;197657;190996;6;690811 
4595482;388;24;197853;191010;7;690810 
4594890;383;21;197599;190816;5;690808 
4596211;453;32;198752;190772;6;690809 
4595058;474;13;197913;190679;8;690808 
4595201;375;35;197776;190900;4;690809 
4595495;352;19;197775;190966;8;690808 
4595015;250;5;197692;190775;5;690806 
4595185;286;17;197772;190834;7;690807 
4595402;271;22;198041;190836;5;690807 
4595156;273;9;197708;190821;6;690806 
4595866;502;31;198244;190862;9;690809 
4595177;344;53;197996;190789;7;690810 
4595345;366;26;197810;190946;5;690810 
4594856;398;29;197785;190736;10;690811 
4595503;494;41;197859;190979;5;690811 
4596191;617;210;198162;191023;9;690812 
4595494;403;52;197814;190977;6;690810 
4595994;340;33;198784;190752;7;690808 
4594978;264;47;197760;190784;7;690808 
4595457;371;27;198015;190952;8;690809 
4595306;282;16;197786;190912;6;690807 
4595148;337;9;197845;190755;19;690806 
4594945;263;8;197694;190761;11;690806 
4595200;302;16;197945;190803;5;690807 
4595114;462;25;197690;190856;5;690810 
4595334;441;24;197924;190838;11;690809 
4595283;317;45;197943;190830;7;690811 
4597235;426;38;199389;191088;8;690814 
4595027;359;33;197789;190861;6;690810 
4596534;849;161;198361;191164;16;690813 
4595161;362;209;197786;190838;7;690811 
4595157;418;29;197839;190877;7;690810 
4595408;469;188;197875;190778;14;690808 
4594885;316;48;197744;190726;5;690809 
4595944;644;16;198133;191111;22;690808 
4595977;426;22;198359;191081;23;690809 
4595071;518;16;197619;190769;6;690807 
4595046;306;8;197690;190770;5;690806 
4595138;242;9;197691;190835;6;690806 
4595308;349;20;197835;190899;5;690809 
4595625;475;31;197758;191055;7;690810 
4596471;299;27;198956;190901;7;690808 
4596250;490;26;198575;191109;13;690809 
4597981;1577;26;199277;191267;38;690814 
4599701;1770;199;200617;190886;23;690811 
4600124;1778;21;200981;191322;28;690808 
4599131;607;27;201655;191029;24;690809 
4596815;792;170;199074;190903;27;690810 
4596586;679;32;199180;190992;24;690810 
4601003;2084;22;201728;192187;20;690809 
4599420;3073;338;201038;191069;28;690809 
4597667;280;239;200083;190895;23;690807 
4598260;2987;8;198160;190790;19;690806 
4595336;254;10;198006;190778;19;690806 
4597417;988;16;199122;191024;32;690807 
4600283;2313;17;200842;191595;32;690807 
4597724;341;29;200147;191028;22;690809 
4594908;342;34;197747;190762;13;690808 
4594950;275;9;197706;190754;4;690806 
4595265;387;17;197760;190834;6;690807 
4595162;423;16;197788;190797;8;690807 
4595395;369;9;197693;190882;5;690806 
4595508;373;26;197777;191029;7;690809 
4595612;355;57;198241;190864;8;690810 
4595033;362;27;197855;190819;7;690811 
4595514;475;62;197943;190922;9;690810 
4595290;365;44;197628;191078;6;690812 
4597461;401;39;199862;191019;11;690813 
4595241;347;52;197799;190919;6;690811 
4595194;510;47;197631;190893;5;690808 
4595229;303;43;197754;190861;6;690808 
4595378;576;24;197823;190808;7;690808 
4594977;383;12;197771;190763;9;690807 
4594855;230;10;197539;190775;5;690806 
4595821;1031;8;197865;190726;6;690806 
4595847;491;29;198020;191088;15;690810 
4595982;428;43;198752;190836;8;690809 
4596185;390;25;198464;191160;12;690809 
4595512;328;49;198198;190799;8;690808 
4595666;603;36;198354;190986;9;690813 
4600483;2069;32;201329;193051;27;690811 
4595676;536;25;198135;190849;21;690810 
4596154;1105;18;198401;190788;19;690808 
4597781;540;25;200139;191185;11;690811 
4596229;402;212;198191;191261;9;690811 
4594742;456;29;197641;190749;5;690812 
4595226;377;59;197930;190806;7;690810 
4595416;362;27;197991;190811;7;690808 
4596229;1313;222;198332;190816;29;690810 
4595504;519;34;197795;190942;5;690808 
4596783;1307;25;198291;190891;25;690808 
4594927;359;48;197590;190741;5;690808 
4596474;1331;28;198371;191005;30;690810 
4594859;402;52;197669;190731;7;690809 
4597749;2831;9;198046;190768;23;690806 
4594890;183;9;197689;190762;5;690806 
4597252;1802;16;198520;191184;30;690807 
4594908;383;22;197779;190685;8;690807 
4595622;370;9;198072;190817;19;690806 
4595114;253;5;197843;190754;7;690806 
4596271;757;27;198403;191200;14;690809 
4595413;334;21;198089;190816;7;690808 
4595449;388;20;198144;190809;19;690809 
4595233;295;48;198041;190756;7;690808 
4596297;655;26;198514;190950;17;690809 
4597182;649;30;199534;190871;29;690810 
4597705;2271;31;198241;191130;13;690811 
4597504;2226;29;198092;190883;16;690808 
4595778;410;27;198288;191151;15;690809 
4595124;428;28;197797;190767;6;690810 
4595163;555;34;198229;190730;9;690813 
4595413;355;56;197777;191067;6;690810 
4595234;413;38;197782;190879;8;690810 
4595399;511;20;197958;190785;7;690808 
4595327;343;25;197985;190916;5;690809 
4595500;291;24;197898;191059;16;690808 
4594971;268;30;197732;190788;10;690807 
4595462;353;5;198016;190811;20;690806 
