CYCLES;0xE1;0xE2;0xE7;0xE0;0x17;Ox12
4609071;931;2154;206136;190990;18;690808 
4596299;876;21;198447;191103;26;690809 
4596354;1076;27;197907;191069;24;690808 
4598430;1452;154;199970;190939;24;690810 
4608808;1614;2154;205072;191461;31;690810 
4598103;2876;21;198053;190912;24;690808 
4606899;1085;2187;204555;190752;23;690808 
4596156;1302;21;198051;190744;27;690808 
4597065;1478;28;198250;191170;34;690809 
4596771;933;26;198539;191066;28;690809 
4597811;2613;21;198131;190980;32;690808 
4595960;1159;202;197912;190749;29;690809 
4596137;908;31;198118;190867;27;690808 
4599226;2171;26;199883;191091;31;690811 
4608871;1652;2126;205352;191063;30;690809 
4605167;711;1529;203369;191300;28;690808 
4596476;1339;21;198173;190809;25;690808 
4596578;1196;185;197928;190975;27;690808 
4609372;1872;2185;205765;191178;28;690809 
4598258;1955;39;199292;190891;34;690809 
4596065;747;33;198121;190911;24;690808 
4597121;965;25;199057;190935;27;690808 
4608380;1610;2204;204864;191008;24;690808 
4597044;1280;26;198663;191275;29;690809 
4597435;1148;194;199188;190883;29;690809 
4608784;1184;2280;205381;191145;39;690808 
4607445;1127;2140;204649;190967;25;690808 
4596433;834;213;198054;191116;26;690809 
4599446;3296;25;198659;191430;36;690809 
4598199;2358;28;198298;191129;29;690810 
4609100;1683;2029;205534;190984;38;690809 
4596038;1122;25;197856;190904;26;690808 
4608221;1029;2207;204966;191087;23;690808 
4598563;2232;25;200401;190963;29;690809 
4597210;2031;26;198292;190914;30;690810 
4597116;2053;20;198040;190859;23;690809 
4596731;1101;21;198356;191269;31;690809 
4596718;1091;21;198852;190700;25;690808 
4598107;1794;307;199523;191020;31;690810 
4608540;1438;2139;205164;191503;34;690810 
4596528;1838;21;198280;190752;29;690808 
4607774;1086;2101;204882;190903;26;690808 
4597349;1588;34;198128;191255;28;690808 
4596393;1019;26;198716;190979;31;690811 
4598729;1804;199;199326;191309;29;690809 
4610484;3570;2108;205047;190907;28;690808 
4595970;466;22;198251;191029;22;690808 
4596440;1219;20;198131;191114;27;690808 
4597376;944;39;198915;191163;27;690809 
4596486;1060;31;198268;190931;31;690810 
4599283;3819;22;200219;191031;29;690808 
4607890;1390;2188;204489;191094;30;690808 
4597584;1817;182;199440;190726;29;690808 
4596431;1178;167;198488;190837;27;690810 
4609170;1979;2172;205210;191222;30;690809 
4596518;935;36;198540;190903;26;690808 
4596819;1960;221;198135;190672;25;690808 
4598241;2885;21;199641;190901;30;690808 
4607528;874;2200;204624;191124;19;690809 
4597116;1172;181;198897;190931;37;690810 
4596446;872;248;198363;190904;30;690808 
4597101;850;21;198983;190923;28;690809 
4608011;1642;2027;204719;190924;25;690808 
4596091;520;29;198199;191214;23;690809 
4597804;2049;29;198481;191025;36;690809 
4596687;932;21;198660;191165;28;690808 
4596451;1439;20;198076;190931;27;690808 
4596807;1163;27;198609;190855;27;690808 
4596570;1414;228;198091;190871;29;690809 
4596531;1071;25;198451;191002;22;690809 
4607765;1130;2100;204891;190964;20;690808 
4596343;786;35;198390;190915;25;690808 
4596025;401;17;198683;190763;19;690808 
4596229;913;192;198534;190809;24;690810 
4610072;1189;2128;206892;191048;24;690808 
4595915;467;24;198086;190957;21;690808 
4597714;1446;35;199051;191033;25;690808 
4597961;1802;28;198418;191757;28;690809 
4598242;1686;199;199134;191056;27;690809 
4595595;489;33;198217;190812;20;690808 
4596113;969;20;198097;190981;23;690809 
4596128;956;214;197903;190834;22;690808 
4608549;1601;2298;204868;191137;26;690810 
4597661;1776;214;198204;191328;32;690809 
4597400;1240;198;199058;190823;28;690808 
4609245;1292;2178;206268;191136;20;690808 
4597145;1577;22;198302;191281;29;690808 
4598385;1102;25;199817;191139;23;690808 
4608793;1455;2091;205385;191044;21;690809 
4597012;1268;201;198466;191186;33;690808 
4596302;1333;35;197951;190833;28;690808 
4609166;1100;2159;206131;191007;18;690808 
4599627;3975;22;198907;191040;31;690808 
4598611;3438;27;198456;190842;38;690809 
4610871;989;3257;208344;190861;26;690809 
4597382;741;22;199395;191145;25;690808 
4596251;1256;26;197929;190893;22;690808 
4610366;1066;2290;207414;190967;22;690809 
4597935;1581;25;198997;191469;31;690809 
4599053;1136;25;200848;192185;29;690809 
4611741;4457;2123;205297;191055;19;690808 
4596292;931;34;198230;190846;27;690809 
4596751;1475;27;198100;190911;25;690808 
4612476;2064;2168;208384;191066;25;690809 
4603529;1394;1316;202270;191211;29;690809 
4596919;1132;22;198572;190926;24;690808 
4612686;5256;2171;207275;191074;22;690809 
4609525;1472;2480;205864;191034;29;690808 
4596829;1164;132;198573;191261;26;690810 
4597630;1690;25;199155;191004;25;690810 
4608604;1448;2118;205523;190952;33;690808 
4597465;887;27;199310;190916;33;690809 
4596336;1186;17;198081;190935;23;690808 
4609809;1595;2174;206551;191211;28;690809 
4607403;1025;2081;204817;190914;25;690808 
4595846;902;21;198129;190927;26;690808 
4597685;1742;17;198583;191340;24;690808 
4596555;1639;24;198268;190885;30;690809 
4611352;1201;2414;207998;191025;25;690809 
4597179;923;20;199021;191065;25;690808 
4596267;1119;21;198105;191023;26;690808 
4596578;1215;249;198450;190907;30;690808 
4607175;511;2180;204903;190860;13;690806 
4595536;391;5;197893;190851;19;690806 
4595010;318;9;197945;190778;19;690806 
4595959;618;12;198197;191008;23;690807 
4608334;1139;2177;205178;191169;28;690807 
4596323;532;10;198980;190752;23;690806 
4596447;537;8;198827;190796;19;690806 
4596254;411;9;198836;190769;17;690806 
4595935;863;28;197910;190913;23;690808 
4597567;2007;21;198760;190963;23;690809 
4597522;920;20;199209;191360;29;690809 
4596638;1164;25;198554;191069;23;690809 
4596465;1144;21;197870;191051;25;690808 
4598865;3374;201;198775;190889;25;690809 
4596978;1402;16;198217;191113;21;690808 
4598646;2424;240;199114;191335;34;690809 
4597765;2539;38;198476;191065;39;690812 
4597016;1218;36;198643;191045;23;690812 
4597682;975;39;199954;190893;19;690810 
4608716;1615;2138;205361;191310;22;690811 
4609992;1744;2197;206113;191413;29;690812 
4598601;2642;39;199475;191400;23;690813 
4598948;1419;31;199792;191863;27;690810 
4597873;1237;179;199704;191102;23;690812 
4597047;811;245;198829;191214;20;690810 
4598972;996;31;200914;191130;22;690812 
4611040;2971;2118;206706;191537;30;690812 
4609220;1902;2063;205776;191226;22;690812 
4596523;651;205;198868;190857;18;690812 
4596738;921;45;199424;190658;18;690811 
4612527;3405;2237;209047;190957;22;690812 
4605982;1760;1619;203794;191147;23;690812 
4596729;1023;32;198621;191055;19;690810 
4596996;1139;31;198889;191114;21;690811 
4609739;1453;2187;206353;191454;23;690810 
4598547;1691;297;199663;191216;27;690813 
4599088;1005;38;199408;192663;20;690811 
4597321;1373;225;198228;191399;21;690811 
4608071;1577;2003;205395;191067;26;690810 
4597627;829;17;199966;190869;21;690811 
4598272;783;185;200203;191106;23;690811 
4597656;1698;39;198806;191335;35;690812 
4608090;1467;2127;204620;190927;24;690810 
4599376;1813;28;200064;191411;16;690810 
4596847;1233;36;198303;191122;20;690809 
4610631;2282;2199;206493;191204;34;690813 
4610033;3484;2135;204695;191174;31;690809 
4596574;675;20;198374;191297;27;690808 
4596408;1139;33;198137;190937;22;690808 
4608544;1093;2186;205428;191082;17;690808 
4609647;1109;2182;206562;191369;29;690809 
4597349;1243;243;198909;190873;25;690808 
4597847;2646;404;198226;190833;28;690808 
4609893;911;2171;207111;190952;19;690808 
4596488;1301;449;198528;190704;35;690809 
4596305;1043;26;198262;191016;36;690809 
4596249;1262;21;197903;190878;25;690808 
4608711;1039;2164;205770;191079;21;690808 
4596146;1072;381;197765;190812;21;690808 
4596203;1092;209;198134;190833;36;690810 
4596659;1253;26;198572;190983;35;690809 
4607496;863;2150;204583;191031;22;690809 
4597182;1162;153;199000;190883;29;690809 
4596965;1938;21;198018;190853;23;690808 
4597003;1029;217;198657;190957;36;690809 
4608589;1225;2154;205421;191216;23;690809 
4596374;1482;33;197922;190768;26;690808 
4596230;1055;17;198069;190896;24;690809 
4595813;765;17;198003;190835;22;690808 
4596732;1696;24;198196;190844;31;690809 
4608610;1009;2132;205587;191367;27;690809 
4597349;870;25;199538;190808;24;690808 
4596376;842;21;198682;190765;28;690808 
4609341;2943;2157;206135;190900;26;690808 
4596819;1130;26;198724;191076;31;690810 
4608748;1263;2400;205355;191360;30;690810 
